[01, 03, 04, 05, 09, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25]-
[01, 03, 04, 05, 09, 12, 13, 14, 16, 17, 18, 19, 20, 24, 25]-
[01, 03, 04, 05, 06, 09, 10, 13, 14, 16, 17, 18, 19, 22, 25]-
[01, 03, 04, 05, 06, 09, 10, 11, 12, 13, 16, 18, 21, 24, 25]-
[01, 05, 06, 09, 10, 12, 13, 16, 17, 18, 19, 21, 22, 24, 25]-
[01, 03, 04, 05, 06, 09, 10, 11, 13, 14, 16, 18, 19, 24, 25]-
[01, 03, 05, 06, 09, 10, 11, 13, 14, 16, 17, 18, 20, 22, 25]-
[01, 04, 05, 06, 09, 11, 12, 13, 14, 16, 17, 18, 21, 24, 25]-
[01, 03, 05, 09, 10, 12, 13, 14, 16, 18, 19, 21, 22, 24, 25]-
[01, 04, 05, 06, 09, 11, 12, 13, 16, 18, 19, 20, 21, 24, 25]-
[01, 03, 05, 06, 09, 10, 12, 13, 16, 17, 18, 20, 21, 22, 25]-
[01, 04, 05, 06, 09, 12, 13, 14, 16, 17, 18, 19, 21, 22, 25]-
[01, 04, 05, 06, 09, 10, 11, 13, 14, 16, 17, 18, 19, 22, 25]-
[01, 04, 05, 06, 09, 10, 11, 13, 14, 16, 17, 18, 19, 24, 25]-
[01, 03, 04, 05, 06, 09, 11, 13, 14, 16, 18, 19, 20, 22, 25]-
[01, 03, 05, 06, 09, 13, 14, 16, 18, 19, 20, 21, 22, 24, 25]-
[01, 03, 04, 05, 06, 09, 11, 13, 14, 16, 18, 19, 20, 24, 25]-
[01, 03, 04, 05, 09, 10, 11, 13, 14, 16, 18, 19, 22, 24, 25]-
[01, 03, 04, 05, 09, 10, 12, 13, 16, 18, 19, 20, 21, 22, 25]-
[01, 03, 05, 09, 10, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25]-
[01, 04, 05, 06, 09, 11, 13, 14, 16, 17, 18, 19, 20, 22, 25]-
[01, 03, 05, 06, 09, 12, 13, 16, 17, 18, 19, 20, 22, 24, 25]-
[01, 04, 05, 06, 09, 10, 11, 13, 14, 16, 18, 19, 20, 21, 25]-
[01, 03, 04, 05, 09, 10, 11, 12, 13, 16, 18, 21, 22, 24, 25]-
[01, 03, 04, 05, 09, 13, 14, 16, 17, 18, 20, 21, 22, 24, 25]-
[01, 03, 05, 06, 09, 10, 13, 16, 18, 19, 20, 21, 22, 24, 25]-
[01, 04, 05, 09, 11, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25]-
[01, 04, 05, 09, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 25]-
[01, 03, 05, 06, 09, 10, 12, 13, 16, 18, 19, 20, 21, 24, 25]-
[01, 04, 05, 06, 09, 11, 12, 13, 14, 16, 17, 18, 19, 22, 25]-
[01, 03, 04, 05, 06, 09, 11, 12, 13, 14, 16, 17, 18, 22, 25]-
[01, 03, 04, 05, 06, 09, 12, 13, 14, 16, 18, 19, 21, 22, 25]-
[01, 05, 06, 09, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 25]-
[01, 04, 05, 09, 11, 12, 13, 14, 16, 17, 18, 21, 22, 24, 25]-
[01, 05, 06, 09, 11, 13, 14, 16, 17, 18, 20, 21, 22, 24, 25]-
[01, 05, 06, 09, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 25]-
[01, 03, 04, 05, 09, 10, 11, 12, 13, 16, 18, 20, 21, 22, 25]-
[01, 03, 05, 06, 09, 12, 13, 14, 16, 18, 19, 20, 21, 24, 25]-
[01, 03, 04, 05, 09, 11, 12, 13, 14, 16, 18, 19, 22, 24, 25]-
[01, 03, 04, 05, 06, 09, 10, 13, 16, 18, 19, 21, 22, 24, 25]-
[01, 03, 04, 05, 09, 10, 12, 13, 16, 17, 18, 19, 20, 24, 25]-
[01, 03, 05, 06, 09, 10, 12, 13, 14, 16, 17, 18, 21, 24, 25]-
[01, 03, 05, 06, 09, 10, 11, 12, 13, 16, 17, 18, 22, 24, 25]-
[01, 03, 05, 09, 10, 12, 13, 14, 16, 17, 18, 21, 22, 24, 25]-
[01, 03, 04, 05, 06, 09, 11, 12, 13, 16, 18, 19, 20, 24, 25]-
[01, 04, 05, 09, 11, 12, 13, 16, 17, 18, 20, 21, 22, 24, 25]-
[01, 03, 04, 05, 09, 10, 13, 16, 17, 18, 20, 21, 22, 24, 25]-
[01, 03, 04, 05, 09, 10, 13, 14, 16, 18, 19, 21, 22, 24, 25]-
[01, 03, 05, 06, 09, 10, 11, 12, 13, 16, 18, 19, 20, 22, 25]-
[01, 04, 05, 06, 09, 10, 11, 13, 16, 17, 18, 21, 22, 24, 25]-
